Class	Order	Family	Genus	species	Genus_species	Gaspar_code	Size_cm	Geo_range	Diet_level	Home_range	Activity	Level_water	Schooling
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	inutilis	eviota_inutilis	61330	2,1	5	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	irrasa	eviota_irrasa	7632	1,76	5	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	japonica	eviota_japonica	56753	2,41	3	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	karaspila	eviota_karaspila	65824	1,79		IM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	lachdeberei	eviota_lachdeberei	7265	2,1	19	IM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	lacrimae	eviota_lacrimae	56861	1,25	5	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	latifasciata	eviota_latifasciata	7266	1,5	19	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	melasma	eviota_melasma	7267	3	29	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	mikiae	eviota_mikiae	61035	3,5	6	IM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	monostigma	eviota_monostigma	62210	2,5	6	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	nanus	eviota_nanus	ird-432d-g	1,7	1	IM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	natalis	eviota_natalis	65018	2,12	1	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	nebulosa	eviota_nebulosa	7268	1,9	37	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	nigripinna	eviota_nigripinna	25461	1,5	9	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	nigriventris	eviota_nigriventris	7214	3	28	IM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	pardalota	eviota_pardalota	46398	2,2	8	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	partimacula	eviota_partimacula	64273	1,49	5	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	pellucida	eviota_pellucida	7269	3	32	IM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	prasina	eviota_prasina	7270	3,1	65	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	prasites	eviota_prasites	7271	3	43	IM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	pseudostigma	eviota_pseudostigma	62211	2,06	10	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	punctulata	eviota_punctulata	7272	1,6	30	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	queenslandica	eviota_queenslandica	7273	2,4	35	IM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	randalli	eviota_randalli	65416	1,83		IM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	rubrisparsa	eviota_rubrisparsa	65432	1,95		IM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	saipanensis	eviota_saipanensis	7274	2,6	14	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	sebreei	eviota_sebreei	7275	2,5	65	IM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	shimadai	eviota_shimadai	65431	1,56		IM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	sigillata	eviota_sigillata	7276	3	38	IM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	smaragdus	eviota_smaragdus	11170	2,3	19	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	sparsa	eviota_sparsa	7635	2,1	21	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	spilota	eviota_spilota	7638	2,1	22	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	storthynx	eviota_storthynx	7639	2,5	24	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	susanae	eviota_susanae	58217	1,85	1	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	tigrina	eviota_tigrina	64746	2,17	1	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	variola	eviota_variola	65015	2,15	2	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	winterbottomi	eviota_winterbottomi	65430	1,62		IM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	zebrina	eviota_zebrina	25462	2,5	30	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	eviota	zonura	eviota_zonura	22459	1,7	33	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	anguilliformes	ophichthidae	evips	percinctus	evips_percinctus	17396	12,6	1	IM	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pentacerotidae	evistias	acutirostris	evistias_acutirostris	12350	90	17	IM	VMob	Day	Low	Pair
actinopterygii_(ray-finned_fishes)	perciformes	blenniidae	exallias	brevis	exallias_brevis	6032	14,5	80	IS	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	exyrias	akihito	exyrias_akihito	63017	11,12	12	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	exyrias	belissimus	exyrias_belissimus	370	15	50	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	exyrias	puntang	exyrias_puntang	377	16	38	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	favonigobius	gymnauchen	favonigobius_gymnauchen	48981	9	10	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	favonigobius	opalescens	favonigobius_opalescens	59867	3	5	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	favonigobius	reichei	favonigobius_reichei	9945	8,300000191		OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	feia	dabra	feia_dabra	62224	1,9	1	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	feia	nympha	feia_nympha	52936	2,7	21	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	syngnathiformes	syngnathidae	festucalex	erythraeus	festucalex_erythraeus	7724	8,2	14	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	syngnathiformes	syngnathidae	festucalex	gibbsi	festucalex_gibbsi	27352	8	5	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	syngnathiformes	syngnathidae	festucalex	kulbickii	festucalex_kulbickii	64768	6,35	2	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	syngnathiformes	syngnathidae	festucalex	prolixus	festucalex_prolixus	7725	3,6	6	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	syngnathiformes	syngnathidae	festucalex	wassi	festucalex_wassi	46130	7,4	8	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	syngnathiformes	fistulariidae	fistularia	commersonii	fistularia_commersonii	5444	160	132	FC	VMob	Day	High	SmallG
actinopterygii_(ray-finned_fishes)	syngnathiformes	fistulariidae	fistularia	corneta	fistularia_corneta	8289	106	18	PK	VMob	Both	Low	SmallG
actinopterygii_(ray-finned_fishes)	syngnathiformes	fistulariidae	fistularia	petimba	fistularia_petimba	3276	200	89	FC	VMob	Both	Low	SmallG
actinopterygii_(ray-finned_fishes)	syngnathiformes	fistulariidae	fistularia	tabacaria	fistularia_tabacaria	3275	200	28	FC	Mob	Day	Low	Sol
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	foa	brachygramma	foa_brachygramma	5742	8	28	IM	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	foa	fo	foa_fo	14861	3,5	52	IM	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	foa	hyalina	foa_hyalina	59765	5	4	IM	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	foa	leisi	foa_leisi	67006	3,8		IM	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	foa	madagascariensis	foa_madagascariensis	59778	4	3	IM	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	foa	nivosa	foa_nivosa	67007	2,9		IM	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	chaetodontidae	forcipiger	flavissimus	forcipiger_flavissimus	5584	22	111	IM	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	chaetodontidae	forcipiger	longirostris	forcipiger_longirostris	5585	22	71	IM	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	fowleria	aurita	fowleria_aurita	8010	9	64	IM	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	fowleria	flammea	fowleria_flammea	25073	3,08	15	IM	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	fowleria	isostigma	fowleria_isostigma	59779	7	31	IM	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	fowleria	marmorata	fowleria_marmorata	5744	7,5	57	IM	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	fowleria	punctulata	fowleria_punctulata	5743	9	37	IM	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	fowleria	vaiulae	fowleria_vaiulae	8592	5	49	IM	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	fowleria	variegata	fowleria_variegata	5745	8	59	IM	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	lophiiformes	antennariidae	fowlerichthys	senegalensis	fowlerichthys_senegalensis	1759	28,5	7	FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	fusigobius	aureus	fusigobius_aureus	54322	3,48	10	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	fusigobius	duospilus	fusigobius_duospilus	17056	6	64	IM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	fusigobius	inframaculatus	fusigobius_inframaculatus	26684	4,55	43	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	fusigobius	longispinus	fusigobius_longispinus	12834	8	21	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	fusigobius	maximus	fusigobius_maximus	59446	7,5	24	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	fusigobius	melacron	fusigobius_melacron	59447	3,52	18	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	fusigobius	neophytus	fusigobius_neophytus	7215	7,5	78	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	fusigobius	pallidus	fusigobius_pallidus	59449	6,45	9	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	fusigobius	signipinnis	fusigobius_signipinnis	7513	4,9	29	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	leiognathidae	gazza	achlamys	gazza_achlamys	5797	17	25	FC	VMob	Both	High	LargeG
actinopterygii_(ray-finned_fishes)	perciformes	pomacanthidae	genicanthus	bellus	genicanthus_bellus	5667	18	23	PK	Sed	Day	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacanthidae	genicanthus	caudovittatus	genicanthus_caudovittatus	11132	20	20	PK	Sed	Day	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacanthidae	genicanthus	lamarck	genicanthus_lamarck	6612	25	29	PK	Sed	Day	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacanthidae	genicanthus	melanospilos	genicanthus_melanospilos	8710	18	32	PK	Sed	Day	Low	Pair
actinopterygii_(ray-finned_fishes)	perciformes	pomacanthidae	genicanthus	personatus	genicanthus_personatus	7847	21	2	PK	Sed	Day	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacanthidae	genicanthus	semicinctus	genicanthus_semicinctus	10896	20	4	PK	Sed	Day	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacanthidae	genicanthus	spinus	genicanthus_spinus	11158	35	5	PK	Sed	Day	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	pomacanthidae	genicanthus	watanabei	genicanthus_watanabei	8711	15	26	PK	Sed	Day	Low	SmallG
actinopterygii_(ray-finned_fishes)	beryciformes	trachichthyidae	gephyroberyx	darwinii	gephyroberyx_darwinii	4962	60		IM	Mob	Night	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	gerreidae	gerres	abbreviatus	gerres_abbreviatus	ird-2344-g	25		IM	Mob	Night	Low	LargeG
actinopterygii_(ray-finned_fishes)	perciformes	gerreidae	gerres	argyreus	gerres_argyreus	5799	20	33	IM	VMob	Night	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	gerreidae	gerres	cinereus	gerres_cinereus	1054	41	21	IM	Mob	Night	Low	LargeG
actinopterygii_(ray-finned_fishes)	perciformes	gerreidae	gerres	erythrourus	gerres_erythrourus	5800	30	42	IM	VMob	Night	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	gerreidae	gerres	filamentosus	gerres_filamentosus	4463	35		IM	Mob	Night	Low	LargeG
actinopterygii_(ray-finned_fishes)	perciformes	gerreidae	gerres	longirostris	gerres_longirostris	7699	37	70	IM	VMob	Night	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	gerreidae	gerres	nigri	gerres_nigri	9907	20	3	IM	Mob	Night	Low	LargeG
actinopterygii_(ray-finned_fishes)	perciformes	gerreidae	gerres	oblongus	gerres_oblongus	5801	30	54	IM	VMob	Night	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	gerreidae	gerres	ovatus	gerres_ovatus	48686	19	3	IM	VMob	Night	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	gerreidae	gerres	oyena	gerres_oyena	5996	30	55	IM	VMob	Night	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	clinidae	gibbonsia	elegans	gibbonsia_elegans	3312	16		IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	clinidae	gibbonsia	montereyensis	gibbonsia_montereyensis	3310	11		IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	dactyloscopidae	gillellus	chathamensis	gillellus_chathamensis	46629	3,799999952	1	IM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	dactyloscopidae	gillellus	greyae	gillellus_greyae	3700	9	12	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	dactyloscopidae	gillellus	semicinctus	gillellus_semicinctus	3334	5,2		IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	kyphosidae	girella	albostriata	girella_albostriata	55291	25		HM	VMob	Day	Bottom	MedG
actinopterygii_(ray-finned_fishes)	perciformes	kyphosidae	girella	cyanea	girella_cyanea	12706	20	7	HM	VMob	Day	Bottom	MedG
actinopterygii_(ray-finned_fishes)	perciformes	kyphosidae	girella	elevata	girella_elevata	51386	62	2	HM	VMob	Day	Bottom	MedG
actinopterygii_(ray-finned_fishes)	perciformes	kyphosidae	girella	fimbriata	girella_fimbriata	49303	36	1	HM	VMob	Day	Bottom	MedG
actinopterygii_(ray-finned_fishes)	perciformes	kyphosidae	girella	freminvillii	girella_freminvillii	25439	45	1	OM	VMob	Day	Bottom	MedG
actinopterygii_(ray-finned_fishes)	perciformes	kyphosidae	girella	mezina	girella_mezina	13032	45	9	HM	VMob	Day	Bottom	MedG
actinopterygii_(ray-finned_fishes)	perciformes	kyphosidae	girella	nebulosa	girella_nebulosa	58177	25,8	2	HM	VMob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	kyphosidae	girella	nigricans	girella_nigricans	3335	66	4	HM	VMob	Day	Bottom	MedG
actinopterygii_(ray-finned_fishes)	perciformes	kyphosidae	girella	punctata	girella_punctata	6537	50	11	HM	VMob	Day	Bottom	MedG
actinopterygii_(ray-finned_fishes)	perciformes	kyphosidae	girella	stuebeli	girella_stuebeli	22454	24	1	HM	Mob	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	kyphosidae	girella	zonata	girella_zonata	22456	21	1	HM	Mob	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gladiogobius	ensifer	gladiogobius_ensifer	11174	7,5	19	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gladiogobius	rex	gladiogobius_rex	65000	4	7	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	anguilliformes	ophichthidae	glenoglossa	wassi	glenoglossa_wassi	53940	15	1	IM	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	blenniidae	glyptoparus	delicatulus	glyptoparus_delicatulus	6045	5	35	OM	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	carangidae	gnathanodon	speciosus	gnathanodon_speciosus	4464	120	109	FC	VMob	Both	High	MedG
actinopterygii_(ray-finned_fishes)	perciformes	lethrinidae	gnathodentex	aureolineatus	gnathodentex_aureolineatus	1832	30	96	IM	Mob	Night	Bottom	LargeG
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gnatholepis	anjerensis	gnatholepis_anjerensis	23595	8,4	88	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gnatholepis	cauerensis	gnatholepis_cauerensis	9950	6	104	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gnatholepis	davaoensis	gnatholepis_davaoensis	59265	5,23	14	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gnatholepis	pascuensis	gnatholepis_pascuensis	59878	4,44	2	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	anguilliformes	congridae	gnathophis	smithi	gnathophis_smithi	54847	41,1	4	FC	Mob	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	gobiesociformes	gobiesocidae	gobiesox	adustus	gobiesox_adustus	46473	4,5	11	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	gobiesociformes	gobiesocidae	gobiesox	aethus	gobiesox_aethus	55724	3,7	1	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	gobiesociformes	gobiesocidae	gobiesox	canidens	gobiesox_canidens	55721	4,9	1	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	gobiesociformes	gobiesocidae	gobiesox	eugrammus	gobiesox_eugrammus	3539	5,7		IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	gobiesociformes	gobiesocidae	gobiesox	maeandricus	gobiesox_maeandricus	3337	16		IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	gobiesociformes	gobiesocidae	gobiesox	marmoratus	gobiesox_marmoratus	8395	8,899999619	3	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	gobiesociformes	gobiesocidae	gobiesox	rhessodon	gobiesox_rhessodon	3523	6,400000095		IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	gobiesociformes	gobiesocidae	gobiesox	strumosus	gobiesox_strumosus	3079	8	3	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	gobiesociformes	gobiesocidae	gobiesox	woodsi	gobiesox_woodsi	46475	4,800000191	1	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobiodon	acicularis	gobiodon_acicularis	28055	3,9	6	IS	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobiodon	albofasciatus	gobiodon_albofasciatus	22460	2,5	13	IS	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobiodon	atrangulatus	gobiodon_atrangulatus	23657	3,5	5	IS	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobiodon	axillaris	gobiodon_axillaris	59385	3	8	IS	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobiodon	brochus	gobiodon_brochus	58214	2,55	12	IS	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobiodon	ceramensis	gobiodon_ceramensis	61404	3,5	12	IS	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobiodon	citrinus	gobiodon_citrinus	7789	6,6	67	IS	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobiodon	fulvus	gobiodon_fulvus	59258	3	2	IS	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobiodon	heterospilos	gobiodon_heterospilos	27562	6,6	13	IS	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobiodon	histrio	gobiodon_histrio	7216	3,5	47	IS	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobiodon	macrochir	gobiodon_macrochir	m-1123-g	3		IS	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobiodon	micropus	gobiodon_micropus	13768	3,5	10	IS	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobiodon	multilineatus	gobiodon_multilineatus	23658	3,5	10	IS	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobiodon	oculolineatus	gobiodon_oculolineatus	23659	3,5	9	IS	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobiodon	okinawae	gobiodon_okinawae	7217	3,5	33	IS	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobiodon	prolixus	gobiodon_prolixus	62645	3,21	12	IS	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobiodon	quinquestrigatus	gobiodon_quinquestrigatus	22462	4,5	57	IS	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobiodon	reticulatus	gobiodon_reticulatus	46399	2,1	8	IS	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobiodon	rivulatus	gobiodon_rivulatus	9952	5	57	IS	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobiodon	spilophthalmus	gobiodon_spilophthalmus	56814	3,6	12	IS	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobiodon	unicolor	gobiodon_unicolor	59869	2,8	11	IS	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobiopsis	angustifrons	gobiopsis_angustifrons	59319	4,54	10	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobiopsis	aporia	gobiopsis_aporia	23661	4,1	16	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobiopsis	atrata	gobiopsis_atrata	46314	8,5	1	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobiopsis	bravoi	gobiopsis_bravoi	22463	3,4	5	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobiopsis	exigua	gobiopsis_exigua	61025	5	9	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobiopsis	malekulae	gobiopsis_malekulae	61314	2,3	7	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobiopsis	quinquecincta	gobiopsis_quinquecincta	23663	2,4	6	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobiopsis	springeri	gobiopsis_springeri	61026	3,2	2	OM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobiopterus	panayensis	gobiopterus_panayensis	59234	3	5	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobius	ateriformis	gobius_ateriformis	58273	6,75	1	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobius	fallax	gobius_fallax	16287	9	3	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobius	gasteveni	gobius_gasteveni	7660	12	3	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobius	niger	gobius_niger	72	18	6	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobius	senegambiensis	gobius_senegambiensis	22765	7,300000191	2	IM	Sed	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobius	tetrophthalmus	gobius_tetrophthalmus	58274	7,75	1	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobius	xanthocephalus	gobius_xanthocephalus	56307	10	4	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	gobulus	crescentalis	gobulus_crescentalis	46879	6	9	IM	Sed	Day	Bottom	Sol
