Class	Order	Family	Genus	species	Genus_species	Gaspar_code	Size_cm	Geo_range	Diet_level	Home_range	Activity	Level_water	Schooling
actinopterygii_(ray-finned_fishes)	perciformes	chaetodontidae	chaetodon	robustus	chaetodon_robustus	10191	14,5	5	IM	Sed	Day	Low	Pair
actinopterygii_(ray-finned_fishes)	perciformes	chaetodontidae	chaetodon	sanctaehelenae	chaetodon_sanctaehelenae	12536	18	3	IM	Sed	Day	Low	Pair
actinopterygii_(ray-finned_fishes)	perciformes	chaetodontidae	chaetodon	sedentarius	chaetodon_sedentarius	3605	15	26	IM	Sed	Day	Low	Pair
actinopterygii_(ray-finned_fishes)	perciformes	chaetodontidae	chaetodon	selene	chaetodon_selene	6634	16	22	IM	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	chaetodontidae	chaetodon	semeion	chaetodon_semeion	5575	26	53	IM	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	chaetodontidae	chaetodon	smithi	chaetodon_smithi	12648	17	5	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	chaetodontidae	chaetodon	speculum	chaetodon_speculum	5576	18	53	IS	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	chaetodontidae	chaetodon	striatus	chaetodon_striatus	3606	16	31	IS	Sed	Day	Low	Pair
actinopterygii_(ray-finned_fishes)	perciformes	chaetodontidae	chaetodon	tinkeri	chaetodon_tinkeri	5577	15	7	PK	Sed	Day	Low	Pair
actinopterygii_(ray-finned_fishes)	perciformes	chaetodontidae	chaetodon	triangulum	chaetodon_triangulum	7805	16	16	IS	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	chaetodontidae	chaetodon	trichrous	chaetodon_trichrous	12537	12	5	IM	Sed	Day	Low	Pair
actinopterygii_(ray-finned_fishes)	perciformes	chaetodontidae	chaetodon	tricinctus	chaetodon_tricinctus	6636	15	6	IM	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	chaetodontidae	chaetodon	trifascialis	chaetodon_trifascialis	5578	18	103	IS	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	chaetodontidae	chaetodon	trifasciatus	chaetodon_trifasciatus	5579	15	37	IS	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	chaetodontidae	chaetodon	ulietensis	chaetodon_ulietensis	5580	15	67	OM	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	chaetodontidae	chaetodon	unimaculatus	chaetodon_unimaculatus	5581	20	87	IS	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	chaetodontidae	chaetodon	vagabundus	chaetodon_vagabundus	5582	23	96	IM	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	chaetodontidae	chaetodon	xanthocephalus	chaetodon_xanthocephalus	7794	20	23	OM	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	chaetodontidae	chaetodon	xanthurus	chaetodon_xanthurus	6508	14	24	OM	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	chaetodontidae	chaetodon	zanzibarensis	chaetodon_zanzibarensis	8933	12	18	IS	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	pomacanthidae	chaetodontoplus	ballinae	chaetodontoplus_ballinae	10882	20,3	2	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pomacanthidae	chaetodontoplus	conspicillatus	chaetodontoplus_conspicillatus	10819	10	8	IS	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pomacanthidae	chaetodontoplus	dimidiatus	chaetodontoplus_dimidiatus	61657	22	8	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pomacanthidae	chaetodontoplus	duboulayi	chaetodontoplus_duboulayi	10823	28	11	IS	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	pomacanthidae	chaetodontoplus	melanosoma	chaetodontoplus_melanosoma	10472	20	21	IS	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pomacanthidae	chaetodontoplus	meredithi	chaetodontoplus_meredithi	10851	25	5	IS	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	pomacanthidae	chaetodontoplus	mesoleucus	chaetodontoplus_mesoleucus	5660	18	28	IS	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	pomacanthidae	chaetodontoplus	poliourus	chaetodontoplus_poliourus	65526	20		IS	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	perciformes	pomacanthidae	chaetodontoplus	septentrionalis	chaetodontoplus_septentrionalis	24854	22	10	IS	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pomacanthidae	chaetodontoplus	vanderloosi	chaetodontoplus_vanderloosi	64204	12,52	2	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	creediidae	chalixodytes	chameleontoculis	chalixodytes_chameleontoculis	16930	4,6	21	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	creediidae	chalixodytes	tauensis	chalixodytes_tauensis	17454	4	24	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	anguilliformes	muraenidae	channomuraena	bauchotae	channomuraena_bauchotae	62160	9	2	IM	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	anguilliformes	muraenidae	channomuraena	vittata	channomuraena_vittata	1097	150	26	FC	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	labridae	cheilinus	chlorourus	cheilinus_chlorourus	5598	45	85	IM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	labridae	cheilinus	fasciatus	cheilinus_fasciatus	5600	40	80	IM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	labridae	cheilinus	lunulatus	cheilinus_lunulatus	12780	50	12	IM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	labridae	cheilinus	oxycephalus	cheilinus_oxycephalus	5602	17	80	IM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	labridae	cheilinus	oxyrhynchus	cheilinus_oxyrhynchus	5597	20		IM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	labridae	cheilinus	quinquecinctus	cheilinus_quinquecinctus	m-1522-g	40		IM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	labridae	cheilinus	trilobatus	cheilinus_trilobatus	5603	45	93	IM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	labridae	cheilinus	undulatus	cheilinus_undulatus	5604	229	85	IM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	labridae	cheilio	inermis	cheilio_inermis	5623	50	91	FC	VMob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	cheilodactylidae	cheilodactylus	ephippium	cheilodactylus_ephippium	12657	20	7	IM	VMob	Both	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	cheilodactylidae	cheilodactylus	francisi	cheilodactylus_francisi	64744	27,37	6	IM	VMob	Both	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	cheilodactylidae	cheilodactylus	fuscus	cheilodactylus_fuscus	47018	65	3	IM	VMob	Both	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	cheilodactylidae	cheilodactylus	quadricornis	cheilodactylus_quadricornis	25452	20	8	IM	VMob	Both	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	cheilodactylidae	cheilodactylus	zebra	cheilodactylus_zebra	25538	22,1	7	IM	VMob	Both	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	cheilodactylidae	cheilodactylus	zonatus	cheilodactylus_zonatus	25688	45	10	IM	VMob	Both	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	cheilodipterus	alleni	cheilodipterus_alleni	12876	10,4	15	FC	Sed	Night	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	cheilodipterus	arabicus	cheilodipterus_arabicus	6669	18	19	FC	Sed	Night	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	cheilodipterus	artus	cheilodipterus_artus	5780	18,7	67	FC	Sed	Night	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	cheilodipterus	intermedius	cheilodipterus_intermedius	12877	20	11	FC	Sed	Night	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	cheilodipterus	isostigmus	cheilodipterus_isostigmus	5779	11	23	FC	Sed	Night	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	cheilodipterus	macrodon	cheilodipterus_macrodon	5781	25	96	FC	Sed	Night	Low	Pair
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	cheilodipterus	parazonatus	cheilodipterus_parazonatus	12879	6,1	8	FC	Sed	Night	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	cheilodipterus	quinquelineatus	cheilodipterus_quinquelineatus	5482	13	105	FC	Sed	Night	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	cheilodipterus	singapurensis	cheilodipterus_singapurensis	5782	18	32	FC	Sed	Night	Low	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	apogonidae	cheilodipterus	zonatus	cheilodipterus_zonatus	8591	8	11	FC	Sed	Night	Low	Pair
actinopterygii_(ray-finned_fishes)	beloniformes	exocoetidae	cheilopogon	spilonotopterus	cheilopogon_spilonotopterus	13683	38		PK	VMob	Both	High	LargeG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	cheiloprion	labiatus	cheiloprion_labiatus	5684	6	31	IS	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	sparidae	cheimerius	nufar	cheimerius_nufar	444	75	18	IM	VMob	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	chaetodontidae	chelmon	rostratus	chelmon_rostratus	5483	20	30	IM	Sed	Day	Bottom	Pair
actinopterygii_(ray-finned_fishes)	mugiliformes	mugilidae	chelon	bispinosus	chelon_bispinosus	22487	15	1	HD	VMob	Day	High	MedG
actinopterygii_(ray-finned_fishes)	tetraodontiformes	tetraodontidae	chelonodon	patoca	chelonodon_patoca	6610	38	46	IM	VMob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	tetraodontiformes	diodontidae	chilomycterus	antillarum	chilomycterus_antillarum	4300	30	21	IM	Sed	Day	Low	Sol
actinopterygii_(ray-finned_fishes)	tetraodontiformes	diodontidae	chilomycterus	reticulatus	chilomycterus_reticulatus	10206	55	82	IM	Mob	Both	Bottom	Sol
actinopterygii_(ray-finned_fishes)	tetraodontiformes	diodontidae	chilomycterus	spinosus_mauretanicus	chilomycterus_spinosus_mauretanicus	5070	25		IM	Mob	Both	Bottom	Sol
actinopterygii_(ray-finned_fishes)	tetraodontiformes	diodontidae	chilomycterus	spinosus_spinosus	chilomycterus_spinosus_spinosus	57956	25		IM	Mob	Both	Bottom	Sol
actinopterygii_(ray-finned_fishes)	anguilliformes	chlopsidae	chilorhinus	platyrhynchus	chilorhinus_platyrhynchus	7446	17,8	5	IM	Sed	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	anguilliformes	chlopsidae	chilorhinus	suensonii	chilorhinus_suensonii	2605	18	8	IM	Sed	Day	Low	Sol
actinopterygii_(ray-finned_fishes)	clupeiformes	chirocentridae	chirocentrus	dorab	chirocentrus_dorab	6358	100	57	FC	VMob	Both	High	MedG
actinopterygii_(ray-finned_fishes)	perciformes	chironemidae	chironemus	bicornis	chironemus_bicornis	54945	40		IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	chironemidae	chironemus	delfini	chironemus_delfini	60597	40	1	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	chironemidae	chironemus	marmoratus	chironemus_marmoratus	47002	40	3	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pseudochromidae	chlidichthys	abruptus	chlidichthys_abruptus	63114	4,65	4	PK	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pseudochromidae	chlidichthys	bibulus	chlidichthys_bibulus	23588	6,1	5	PK	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pseudochromidae	chlidichthys	cacatuoides	chlidichthys_cacatuoides	26820	3,72	3	PK	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pseudochromidae	chlidichthys	chagosensis	chlidichthys_chagosensis	63115	3,13	1	PK	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pseudochromidae	chlidichthys	clibanarius	chlidichthys_clibanarius	63117	4,2	5	PK	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pseudochromidae	chlidichthys	foudioides	chlidichthys_foudioides	63118	4	1	PK	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pseudochromidae	chlidichthys	inornatus	chlidichthys_inornatus	25683	3,9	4	PK	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pseudochromidae	chlidichthys	johnvoelckeri	chlidichthys_johnvoelckeri	23591	6	4	PK	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pseudochromidae	chlidichthys	pembae	chlidichthys_pembae	23586	5	5	PK	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pseudochromidae	chlidichthys	randalli	chlidichthys_randalli	57848	3,5	1	PK	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pseudochromidae	chlidichthys	smithae	chlidichthys_smithae	57847	3,4	1	PK	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	anguilliformes	chlopsidae	chlopsis	bicollaris	chlopsis_bicollaris	46076	20	1	FC	Mob	Night	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	carangidae	chloroscombrus	chrysurus	chloroscombrus_chrysurus	385	65	30	PK	VMob	Day	High	LargeG
actinopterygii_(ray-finned_fishes)	perciformes	scaridae	chlorurus	atrilunula	chlorurus_atrilunula	7907	30	14	OM	Mob	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	scaridae	chlorurus	bleekeri	chlorurus_bleekeri	4976	49	39	OM	Mob	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	scaridae	chlorurus	bowersi	chlorurus_bowersi	5542	40	21	OM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	scaridae	chlorurus	capistratoides	chlorurus_capistratoides	25677	40	21	OM	Mob	Day	Bottom	MedG
actinopterygii_(ray-finned_fishes)	perciformes	scaridae	chlorurus	cyanescens	chlorurus_cyanescens	7909	50	12	HD	Mob	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	scaridae	chlorurus	enneacanthus	chlorurus_enneacanthus	7910	50	17	OM	Mob	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	scaridae	chlorurus	frontalis	chlorurus_frontalis	5547	50	35	OM	Mob	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	scaridae	chlorurus	gibbus	chlorurus_gibbus	4979	70	12	OM	Mob	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	scaridae	chlorurus	japanensis	chlorurus_japanensis	4978	31	40	OM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	scaridae	chlorurus	microrhinos	chlorurus_microrhinos	60479	70	69	OM	Mob	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	scaridae	chlorurus	oedema	chlorurus_oedema	26201	42	8	OM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	scaridae	chlorurus	perspicillatus	chlorurus_perspicillatus	7829	60,9	4	OM	Mob	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	scaridae	chlorurus	sordidus	chlorurus_sordidus	5556	40	92	OM	Mob	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	scaridae	chlorurus	strongylocephalus	chlorurus_strongylocephalus	12833	70	27	OM	Mob	Day	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	scaridae	chlorurus	troschelii	chlorurus_troschelii	4977	34,6	9	OM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	labridae	choerodon	anchorago	choerodon_anchorago	5502	38	39	IM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	labridae	choerodon	azurio	choerodon_azurio	2650	25,6	9	IM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	labridae	choerodon	cephalotes	choerodon_cephalotes	10848	38	18	IM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	labridae	choerodon	fasciatus	choerodon_fasciatus	12722	30	15	IM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	labridae	choerodon	gomoni	choerodon_gomoni	60807	10,30000019		IM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	labridae	choerodon	graphicus	choerodon_graphicus	8128	51,5	6	IM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	labridae	choerodon	jordani	choerodon_jordani	6597	17	22	IM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	labridae	choerodon	margaritiferus	choerodon_margaritiferus	58165	11	3	IM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	labridae	choerodon	robustus	choerodon_robustus	6926	35	28	IM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	labridae	choerodon	schoenleinii	choerodon_schoenleinii	6433	100	31	IM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	labridae	choerodon	zamboangae	choerodon_zamboangae	10548	45	9	IM	Mob	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	syngnathiformes	syngnathidae	choeroichthys	brachysoma	choeroichthys_brachysoma	5958	7	60	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	syngnathiformes	syngnathidae	choeroichthys	cinctus	choeroichthys_cinctus	12764	8	12	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	syngnathiformes	syngnathidae	choeroichthys	sculptus	choeroichthys_sculptus	5410	8,5	54	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	syngnathiformes	syngnathidae	choeroichthys	smithi	choeroichthys_smithi	16863	5	4	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	serranidae	choranthias	salmopunctatus	choranthias_salmopunctatus	25785	6,1	1	PK	Mob	Both	Bottom	SmallG
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	chriolepis	atrimelum	chriolepis_atrimelum	58043	5,8	1	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	chriolepis	dialepta	chriolepis_dialepta	46830	5	1	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	chriolepis	lepidota	chriolepis_lepidota	47398	4	1	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	gobiidae	chriolepis	tagus	chriolepis_tagus	46833	1,600000024	1	IM	Sed	Day	Bottom	Sol
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	abrupta	chromis_abrupta	58941	5,36	1	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	acares	chromis_acares	5668	4	37	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	agilis	chromis_agilis	5669	7,5	47	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	albomaculata	chromis_albomaculata	3089	15	6	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	alleni	chromis_alleni	3276	6,5	6	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	alpha	chromis_alpha	5670	8,5	42	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	alta	chromis_alta	11853	13	10	PK	Sed	Day	High	LargeG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	amboinensis	chromis_amboinensis	5671	9	43	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	analis	chromis_analis	6551	17	38	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	atrilobata	chromis_atrilobata	8279	13	19	PK	Sed	Day	High	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	atripectoralis	chromis_atripectoralis	5450	12	69	PK	Sed	Day	Low	LargeG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	atripes	chromis_atripes	4982	9	46	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	axillaris	chromis_axillaris	11854	10	2	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	bami	chromis_bami	26704	5,85	8	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	bermudae	chromis_bermudae	304140	8,5	1	PK	Mob	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	brevirostris	chromis_brevirostris	63553	6,85	9	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	caudalis	chromis_caudalis	5672	7,5	28	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	chromis	chromis_chromis	1706	25	6	PK	Mob	Day	High	LargeG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	chrysura	chromis_chrysura	6656	14	25	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	cinerascens	chromis_cinerascens	11858	13	23	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	crusma	chromis_crusma	11859	14	5	PK	Sed	Day	High	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	cyanea	chromis_cyanea	3642	15	14	PK	Mob	Day	High	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	dasygenys	chromis_dasygenys	11860	12	6	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	delta	chromis_delta	5673	7	35	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	dimidiata	chromis_dimidiata	11861	9	37	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	dispilus	chromis_dispilus	56865	21	2	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	elerae	chromis_elerae	4983	7	35	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	enchrysura	chromis_enchrysura	3643	10	17	PK	Sed	Day	Low	LargeG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	fatuhivae	chromis_fatuhivae	58943	10	1	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	flavapicis	chromis_flavapicis	58948	10,1	1	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	flavaxilla	chromis_flavaxilla	26638	7,2	10	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	flavicauda	chromis_flavicauda	11862	7	8	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	flavipectoralis	chromis_flavipectoralis	11863	8	9	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	flavomaculata	chromis_flavomaculata	12418	16	22	PK	Sed	Day	Low	LargeG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	fourmanoiri	chromis_fourmanoiri	ird-2049-g	10	1	PK	Sed	Day	Low	LargeG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	fumea	chromis_fumea	10842	10	24	PK	Sed	Day	Low	LargeG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	hanui	chromis_hanui	7817	6	1	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	hypsilepis	chromis_hypsilepis	9218	16	5	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	insolata	chromis_insolata	3644	16	12	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	iomelas	chromis_iomelas	8126	8	21	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	lepidolepis	chromis_lepidolepis	5674	9	68	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	leucura	chromis_leucura	6599	7	18	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	limbata	chromis_limbata	11868	12	6	PK	Mob	Day	High	LargeG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	limbaughi	chromis_limbaughi	11869	10	3	PK	Sed	Day	High	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	lineata	chromis_lineata	5128	7	23	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	lubbocki	chromis_lubbocki	12419	12,5	1	PK	Mob	Day	High	LargeG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	margaritifer	chromis_margaritifer	5675	9	65	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	meridiana	chromis_meridiana	12421	11	1	PK	Sed	Day	Low	LargeG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	mirationis	chromis_mirationis	12422	11	6	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	multilineata	chromis_multilineata	1121	20	34	PK	Mob	Day	High	LargeG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	nigroanalis	chromis_nigroanalis	12423	12	11	PK	Sed	Day	Low	MedG
actinopterygii_(ray-finned_fishes)	perciformes	pomacentridae	chromis	nigrura	chromis_nigrura	12424	6	23	PK	Sed	Day	Low	MedG
